#C:/Users/KIMED 1/Documents/Junaidin/iGEMDOCKv2.1/output/extracted_cav/cav1m17_AQ4.pdb with C:/Users/KIMED 1/Documents/Junaidin/Docking/EGFRfarma/gemdock_out/docking.lst
#Ligand	TotalEnergy	VDW	HBond	Elec	AverConPair	
cav1m17_AQ4-CHEMBL461967-0.pdb	-93.8861	-81.1178	-12.7683	0	19.1333
cav1m17_AQ4-CHEMBL510597-0.pdb	-116.707	-101.849	-14.8582	0	21.0313
cav1m17_AQ4-CHEMBL53711-0.pdb	-78.7559	-65.6782	-13.0778	0	21.9048
cav1m17_AQ4-CHEMBL94109-0.pdb	-101.156	-97.1007	-4.0555	0	17.3889
cav1m17_AQ4-ZINC00058306-0.pdb	-89.1596	-69.2954	-19.8642	0	21.7917
cav1m17_AQ4-ZINC00087485-0.pdb	-91.2459	-74.7916	-16.4544	0	22.9545
cav1m17_AQ4-ZINC00120580-0.pdb	-83.8075	-68.778	-15.0296	0	19.7391
cav1m17_AQ4-ZINC00159821-0.pdb	-94.6513	-64.006	-29.3141	-1.33118	21.7368
cav1m17_AQ4-ZINC00203556-0.pdb	-90.6009	-80.12	-10.4809	0	19.28
cav1m17_AQ4-ZINC00207985-0.pdb	-90.4823	-66.0352	-24.4472	0	24.7143
cav1m17_AQ4-ZINC00226861-0.pdb	-82.2947	-68.1242	-14.1706	0	25
cav1m17_AQ4-ZINC00242247-0.pdb	-83.7421	-66.3038	-17.4383	0	19.8571
cav1m17_AQ4-ZINC00279577-0.pdb	-64.2443	-51.1878	-13.0565	0	17.0526
cav1m17_AQ4-ZINC00333474-0.pdb	-88.1691	-73.4128	-17.4853	2.72892	22.7619
cav1m17_AQ4-ZINC00339952-0.pdb	-69.8514	-67.997	-1.8544	0	24.7895
cav1m17_AQ4-ZINC00341030-0.pdb	-77.2955	-71.3155	-5.98002	0	20.4348
cav1m17_AQ4-ZINC00352141-0.pdb	-60.3906	-51.6289	-8.76167	0	18.6842
cav1m17_AQ4-ZINC00373854-0.pdb	-79.476	-69.0937	-10.3823	0	20.5238
cav1m17_AQ4-ZINC00382416-0.pdb	-100.89	-80.4758	-20.4141	0	23.6
cav1m17_AQ4-ZINC00410810-0.pdb	-82.2877	-73.026	-9.26164	0	20.4091
cav1m17_AQ4-ZINC00495252-0.pdb	-92.6936	-85.6936	-7	0	23.0417
cav1m17_AQ4-ZINC00496313-0.pdb	-83.9483	-71.7274	-12.2209	0	18.875
cav1m17_AQ4-ZINC00507289-0.pdb	-79.4382	-65.4382	-14	0	18.7273
cav1m17_AQ4-ZINC00587022-0.pdb	-87.0294	-66.2869	-20.7424	0	22.6667
cav1m17_AQ4-ZINC00602908-0.pdb	-101.401	-91.618	-9.78332	0	22.3667
cav1m17_AQ4-ZINC00632573-0.pdb	-83.9113	-75.6866	-8.22469	0	19.28
cav1m17_AQ4-ZINC00664243-0.pdb	-92.4929	-72.7939	-19.699	0	21.64
cav1m17_AQ4-ZINC00706744-0.pdb	-75.4189	-57.4754	-17.9435	0	19.05
cav1m17_AQ4-ZINC00718020-0.pdb	-78.9569	-64.9859	-13.971	0	18.087
cav1m17_AQ4-ZINC00745394-0.pdb	-119.494	-105.001	-14.4929	0	19.2857
cav1m17_AQ4-ZINC00784471-0.pdb	-86.5513	-81.2656	-5.28568	0	20.1923
cav1m17_AQ4-ZINC00804104-0.pdb	-86.3775	-66.1353	-20.2422	0	23.375
cav1m17_AQ4-ZINC00866771-0.pdb	-98.1318	-89.8413	-8.29057	0	25.2083
cav1m17_AQ4-ZINC00944881-0.pdb	-83.0792	-64.6053	-18.4739	0	24.56
cav1m17_AQ4-ZINC00958103-0.pdb	-89.5178	-80.0178	-9.5	0	20.3704
cav1m17_AQ4-ZINC01017574-0.pdb	-116.934	-102.293	-14.641	0	24.7879
cav1m17_AQ4-ZINC01032419-0.pdb	-101.687	-83.3094	-18.3775	0	21.7407
cav1m17_AQ4-ZINC01032422-0.pdb	-88.5611	-72.0818	-16.4793	0	19.8148
cav1m17_AQ4-ZINC01048826-0.pdb	-88.799	-73.4751	-15.3239	0	18.4231
cav1m17_AQ4-ZINC01069598-0.pdb	-85.9158	-76.5934	-9.32233	0	14.5
cav1m17_AQ4-ZINC01121360-0.pdb	-116.138	-86.5945	-28.1342	-1.40894	20.6452
cav1m17_AQ4-ZINC01290931-0.pdb	-74.6609	-52.1069	-22.554	0	21.0588
cav1m17_AQ4-ZINC01324022-0.pdb	-97.072	-81.0614	-16.0106	0	18.2759
cav1m17_AQ4-ZINC01380022-0.pdb	-100.879	-89.038	-11.8411	0	17.2105
cav1m17_AQ4-ZINC01380023-0.pdb	-103.929	-91.0329	-12.8956	0	16.9211
cav1m17_AQ4-ZINC01436931-0.pdb	-103.619	-84.5534	-19.0656	0	18.6774
cav1m17_AQ4-ZINC01445805-0.pdb	-81.089	-73.2444	-7.84459	0	18.7308
cav1m17_AQ4-ZINC01456575-0.pdb	-120.263	-99.8734	-20.3898	0	22.2353
cav1m17_AQ4-ZINC01509805-0.pdb	-94.7102	-83.2353	-11.4749	0	20
cav1m17_AQ4-ZINC01568757-0.pdb	-96.4123	-84.785	-11.6273	0	19.7037
cav1m17_AQ4-ZINC01586845-0.pdb	-90.8364	-84.7463	-6.09008	0	19.5
cav1m17_AQ4-ZINC01645723-0.pdb	-77.4854	-61.4604	-16.0251	0	30.25
cav1m17_AQ4-ZINC01783681-0.pdb	-94.9797	-64.408	-30.5718	0	18.3548
cav1m17_AQ4-ZINC02036997-0.pdb	-80.1167	-79.4952	-0.621495	0	23.2609
cav1m17_AQ4-ZINC02074338-0.pdb	-99.6995	-74.3937	-25.3058	0	22.4667
cav1m17_AQ4-ZINC02149273-0.pdb	-100.628	-89.8876	-10.7399	0	18.6061
cav1m17_AQ4-ZINC02246880-0.pdb	-104.666	-97.6209	-7.0446	0	18.6667
cav1m17_AQ4-ZINC02250256-0.pdb	-97.8878	-88.5037	-9.3841	0	19.0333
cav1m17_AQ4-ZINC02250257-0.pdb	-94.7569	-88.3569	-6.39997	0	20.4333
cav1m17_AQ4-ZINC02259287-0.pdb	-98.0665	-83.5665	-14.5	0	17.3226
cav1m17_AQ4-ZINC02336287-0.pdb	-84.3841	-52.6733	-31.7108	0	16.625
cav1m17_AQ4-ZINC02492909-0.pdb	-83.2037	-79.7037	-3.5	0	20.7917
cav1m17_AQ4-ZINC02564905-0.pdb	-83.7769	-62.7828	-20.9942	0	21.12
cav1m17_AQ4-ZINC02595211-0.pdb	-75.3895	-69.3895	-6	0	18.7692
cav1m17_AQ4-ZINC02645160-0.pdb	-97.8661	-82.8864	-14.9797	0	17.4063
cav1m17_AQ4-ZINC02747764-0.pdb	-101.911	-92.1156	-9.79582	0	17.7714
cav1m17_AQ4-ZINC02770384-0.pdb	-91.5277	-82.0277	-9.5	0	20.2
cav1m17_AQ4-ZINC02775874-0.pdb	-114.524	-93.0726	-19.8418	-1.60948	19.7027
cav1m17_AQ4-ZINC02778657-0.pdb	-91.1243	-80.6918	-10.4325	0	18.5862
cav1m17_AQ4-ZINC02794930-0.pdb	-78.2562	-67.5867	-10.6695	0	18.2727
cav1m17_AQ4-ZINC02997965-0.pdb	-125.148	-83.2924	-40.4975	-1.35816	19.6897
cav1m17_AQ4-ZINC03043759-0.pdb	-93.1717	-93.1717	0	0	22.6207
cav1m17_AQ4-ZINC03058824-0.pdb	-89.7154	-73.4716	-16.2438	0	19.7692
cav1m17_AQ4-ZINC03073369-0.pdb	-90.6663	-81.9604	-8.70588	0	17.129
cav1m17_AQ4-ZINC03079172-0.pdb	-100.426	-78.057	-22.3691	0	16.75
cav1m17_AQ4-ZINC03101239-0.pdb	-88.0913	-72.0036	-16.9897	0.902018	17.6
cav1m17_AQ4-ZINC03104245-0.pdb	-71.2997	-67.9751	-3.32461	0	19.4348
cav1m17_AQ4-ZINC03137443-0.pdb	-70.5263	-65.492	-5.0343	0	25.45
cav1m17_AQ4-ZINC03311161-0.pdb	-76.3319	-65.8319	-10.5	0	20
cav1m17_AQ4-ZINC03339275-0.pdb	-93.6843	-85.8399	-7.84446	0	16.3636
cav1m17_AQ4-ZINC03345833-0.pdb	-109.089	-99.3004	-9.78822	0	19.697
cav1m17_AQ4-ZINC03358063-0.pdb	-93.935	-86.935	-7	0	17.0645
cav1m17_AQ4-ZINC03410439-0.pdb	-97.2705	-86.4241	-10.8465	0	18.7
cav1m17_AQ4-ZINC03461803-0.pdb	-112.352	-93.0456	-19.3061	0	19.4375
cav1m17_AQ4-ZINC03465223-0.pdb	-89.5725	-76.3833	-13.1892	0	18.6667
cav1m17_AQ4-ZINC03522792-0.pdb	-89.6778	-86.0301	-3.64773	0	20.1786
cav1m17_AQ4-ZINC03537774-0.pdb	-98.4833	-81.0389	-17.4444	0	21.56
cav1m17_AQ4-ZINC03646032-0.pdb	-88.1135	-84.6135	-3.5	0	18.8667
cav1m17_AQ4-ZINC03696946-0.pdb	-77.7621	-69.8736	-7.88844	0	18
cav1m17_AQ4-ZINC03841484-0.pdb	-79.2275	-79.2275	0	0	16.1
cav1m17_AQ4-ZINC03842057-0.pdb	-94.445	-86.9229	-7.52213	0	18.4545
cav1m17_AQ4-ZINC03953782-0.pdb	-78.7385	-68.2385	-10.5	0	22.5263
cav1m17_AQ4-ZINC04016734-0.pdb	-93.1212	-73.7761	-19.3452	0	15.0909
cav1m17_AQ4-ZINC04045394-0.pdb	-90.2568	-68.5189	-21.7379	0	21.2414
cav1m17_AQ4-ZINC04061365-0.pdb	-99.266	-71.0146	-28.2515	0	16.069
cav1m17_AQ4-ZINC04073938-0.pdb	-76.7011	-70.7011	-6	0	19.84
cav1m17_AQ4-ZINC04073939-0.pdb	-86.3463	-70.7889	-15.5574	0	21.08
cav1m17_AQ4-ZINC04084346-0.pdb	-107.975	-93.8351	-14.1401	0	20.2667
cav1m17_AQ4-ZINC04092863-0.pdb	-99.2578	-81.2421	-18.0157	0	16.7941
cav1m17_AQ4-ZINC04125417-0.pdb	-94.8915	-85.9494	-8.94216	0	23.4815
cav1m17_AQ4-ZINC04130519-0.pdb	-81.1449	-74.1449	-7	0	21.8636
cav1m17_AQ4-ZINC04143908-0.pdb	-75.0874	-64.5883	-13.1356	2.63641	19.3182
cav1m17_AQ4-ZINC04245239-0.pdb	-84.7512	-77.7512	-7	0	19.56
cav1m17_AQ4-ZINC04246141-0.pdb	-97.387	-78.3392	-19.0478	0	22.12
cav1m17_AQ4-ZINC04262965-0.pdb	-89.9252	-80.1589	-9.76634	0	17.3448
cav1m17_AQ4-ZINC04290112-0.pdb	-109.513	-105.407	-4.10582	0	22.1333
cav1m17_AQ4-ZINC04308656-0.pdb	-74.9605	-74.3991	-0.56137	0	17.7692
cav1m17_AQ4-ZINC04384801-0.pdb	-102.884	-89.4441	-13.4398	0	26.1538
cav1m17_AQ4-ZINC04386982-0.pdb	-75.9111	-65.4111	-10.5	0	18.7727
cav1m17_AQ4-ZINC04399832-0.pdb	-89.5011	-73.0147	-16.4865	0	20.4583
cav1m17_AQ4-ZINC04405596-0.pdb	-81.9787	-74.4925	-7.48621	0	20
cav1m17_AQ4-ZINC04423351-0.pdb	-85.723	-71.2716	-14.4514	0	27.85
cav1m17_AQ4-ZINC04442280-0.pdb	-60.2392	-48.3625	-11.8766	0	21.8824
cav1m17_AQ4-ZINC04453377-0.pdb	-80.652	-66.6609	-13.9911	0	16.8889
cav1m17_AQ4-ZINC04453554-0.pdb	-83.0506	-67.8615	-15.1891	0	20.125
cav1m17_AQ4-ZINC04525602-0.pdb	-75.6561	-67.7043	-7.95179	0	19.52
cav1m17_AQ4-ZINC04544520-0.pdb	-109.672	-90.5107	-19.1609	0	22.8929
cav1m17_AQ4-ZINC04555318-0.pdb	-97.0884	-93.5884	-3.5	0	22.0357
cav1m17_AQ4-ZINC04575695-0.pdb	-92.0041	-81.7732	-10.2309	0	21.3077
cav1m17_AQ4-ZINC04593585-0.pdb	-82.261	-75.2736	-6.98739	0	20.64
cav1m17_AQ4-ZINC04625401-0.pdb	-93.9674	-78.3678	-15.5997	0	23.48
cav1m17_AQ4-ZINC04631518-0.pdb	-79.932	-57.9206	-22.0113	0	24.2727
cav1m17_AQ4-ZINC04645992-0.pdb	-86.1731	-66.2205	-22.7822	2.82959	23.4286
cav1m17_AQ4-ZINC04660914-0.pdb	-73.9109	-55.9814	-17.9295	0	20.2857
cav1m17_AQ4-ZINC04663459-0.pdb	-88.1015	-80.1067	-7.99478	0	19.6154
cav1m17_AQ4-ZINC04690424-0.pdb	-75.6032	-55.4309	-20.1722	0	19.4762
cav1m17_AQ4-ZINC04712898-0.pdb	-87.5951	-71.8409	-15.7542	0	22.2381
cav1m17_AQ4-ZINC04718140-0.pdb	-101.027	-90.6827	-10.3443	0	20.8214
cav1m17_AQ4-ZINC04747293-0.pdb	-91.3081	-80.8596	-10.4485	0	26.1429
cav1m17_AQ4-ZINC04752008-0.pdb	-103.162	-73.9275	-27.7008	-1.53384	20.7692
cav1m17_AQ4-ZINC04781838-0.pdb	-98.0797	-77.2581	-20.8215	0	20.0714
cav1m17_AQ4-ZINC04809695-0.pdb	-111.425	-86.9271	-24.4975	0	20.5862
cav1m17_AQ4-ZINC04819625-0.pdb	-95.8094	-81.9036	-13.9058	0	18.931
cav1m17_AQ4-ZINC04858274-0.pdb	-96.897	-80.2064	-16.6906	0	19.75
cav1m17_AQ4-ZINC04889004-0.pdb	-86.4615	-79.4615	-7	0	21.875
cav1m17_AQ4-ZINC04926711-0.pdb	-106.46	-92.5747	-13.8854	0	24.1852
cav1m17_AQ4-ZINC04933383-0.pdb	-97.0593	-87.8479	-9.21144	0	23.24
cav1m17_AQ4-ZINC04944277-0.pdb	-80.9308	-74.8112	-6.11965	0	21.9545
cav1m17_AQ4-ZINC04954750-0.pdb	-89.9031	-72.4227	-17.4804	0	18.3846
cav1m17_AQ4-ZINC04966124-0.pdb	-80.5305	-71.415	-9.11557	0	21.3333
cav1m17_AQ4-ZINC04978049-0.pdb	-94.2722	-70.27	-24.0022	0	21
cav1m17_AQ4-ZINC04979854-0.pdb	-78.1218	-74.6218	-3.5	0	21.3636
cav1m17_AQ4-ZINC05041044-0.pdb	-89.7426	-76.7426	-13	0	18.3793
cav1m17_AQ4-ZINC05055617-0.pdb	-83.3034	-64.8224	-18.481	0	18.7273
cav1m17_AQ4-ZINC05067249-0.pdb	-84.5088	-75.0912	-9.4176	0	18.6207
cav1m17_AQ4-ZINC05071566-0.pdb	-88.998	-81.6816	-7.31638	0	21.3214
cav1m17_AQ4-ZINC05091741-0.pdb	-89.0881	-71.762	-17.3261	0	18.0741
cav1m17_AQ4-ZINC05095408-0.pdb	-95.0315	-88.4886	-6.54288	0	19.2414
cav1m17_AQ4-ZINC05130185-0.pdb	-88.1423	-67.0979	-21.0444	0	21.0417
cav1m17_AQ4-ZINC05149615-0.pdb	-101.577	-79.612	-21.9647	0	18.6897
cav1m17_AQ4-ZINC05204509-0.pdb	-91.4386	-85.3969	-6.04174	0	19.8621
cav1m17_AQ4-ZINC05206422-0.pdb	-81.3899	-65.3883	-16.0016	0	20.3333
cav1m17_AQ4-ZINC05257281-0.pdb	-67.6643	-63.4482	-4.21611	0	25.2222
cav1m17_AQ4-ZINC05265836-0.pdb	-78.1016	-71.3465	-6.75513	0	19.9091
cav1m17_AQ4-ZINC05296778-0.pdb	-94.2459	-85.4151	-8.83077	0	22.56
cav1m17_AQ4-ZINC05310022-0.pdb	-84.3705	-70.4849	-13.8856	0	20.7619
cav1m17_AQ4-ZINC05319186-0.pdb	-92.6411	-70.012	-21.2969	-1.33223	17
cav1m17_AQ4-ZINC05345950-0.pdb	-91.7815	-73.8896	-17.8919	0	23.7143
cav1m17_AQ4-ZINC05365783-0.pdb	-99.79	-86.7763	-13.0137	0	18.3214
cav1m17_AQ4-ZINC05390562-0.pdb	-98.2	-86.0244	-12.1755	0	21.6923
cav1m17_AQ4-ZINC05409187-0.pdb	-99.0011	-81.5468	-17.4543	0	22.7083
cav1m17_AQ4-ZINC05413147-0.pdb	-96.0806	-85.8615	-10.2191	0	18.6452
cav1m17_AQ4-ZINC05459053-0.pdb	-90.5555	-82.8186	-7.73686	0	19.5
cav1m17_AQ4-ZINC05459213-0.pdb	-89.5879	-86.5881	-2.99979	0	23.5769
cav1m17_AQ4-ZINC05460562-0.pdb	-86.2918	-80.2918	-6	0	19.3846
cav1m17_AQ4-ZINC05487696-0.pdb	-83.3016	-63.4223	-19.8793	0	19.8571
cav1m17_AQ4-ZINC05517052-0.pdb	-77.9586	-65.9124	-12.0461	0	23.2727
cav1m17_AQ4-ZINC05567206-0.pdb	-84.9129	-70.96	-13.9529	0	22.3
cav1m17_AQ4-ZINC05605184-0.pdb	-85.7427	-62.9281	-22.8147	0	17.9231
cav1m17_AQ4-ZINC05658973-0.pdb	-73.6307	-65.7084	-7.92231	0	18.1818
cav1m17_AQ4-ZINC05678345-0.pdb	-100.511	-73.0238	-27.4867	0	22.24
cav1m17_AQ4-ZINC05689230-0.pdb	-93.0132	-70.7688	-22.2444	0	21.92
cav1m17_AQ4-ZINC05709868-0.pdb	-97.8822	-83.5082	-14.3805	0.00647065	20.3103
cav1m17_AQ4-ZINC05717899-0.pdb	-100.055	-66.7187	-33.3367	0	19.3462
cav1m17_AQ4-ZINC05724474-0.pdb	-85.7939	-75.2939	-10.5	0	20.3478
cav1m17_AQ4-ZINC05731767-0.pdb	-80.181	-69.737	-10.444	0	18.4783
cav1m17_AQ4-ZINC05834992-0.pdb	-85.4814	-74.0445	-11.4369	0	22.6667
cav1m17_AQ4-ZINC05866963-0.pdb	-90.3958	-74.9293	-15.4665	0	22.8333
cav1m17_AQ4-ZINC05868263-0.pdb	-91.5542	-79.3355	-12.2187	0	17.3333
cav1m17_AQ4-ZINC05923871-0.pdb	-99.8205	-88.7964	-11.024	0	20.3793
cav1m17_AQ4-ZINC05943007-0.pdb	-98.3662	-83.9372	-14.429	0	18.7241
cav1m17_AQ4-ZINC05963664-0.pdb	-82.406	-81.3639	-1.04207	0	22.6522
cav1m17_AQ4-ZINC06035474-0.pdb	-96.9049	-87.3124	-9.5925	0	22.1786
cav1m17_AQ4-ZINC06057902-0.pdb	-98.5953	-84.5953	-14	0	21.7857
cav1m17_AQ4-ZINC06058181-0.pdb	-98.3257	-85.2223	-13.1034	0	18.3704
cav1m17_AQ4-ZINC06149082-0.pdb	-105.52	-88.1489	-17.3706	0	18.6176
cav1m17_AQ4-ZINC06149257-0.pdb	-106.807	-92.7074	-14.0993	0	17.3824
cav1m17_AQ4-ZINC06149284-0.pdb	-102.793	-75.6545	-27.138	0	15.9706
cav1m17_AQ4-ZINC06162451-0.pdb	-104.091	-102.35	-1.74139	0	19.7879
cav1m17_AQ4-ZINC06162687-0.pdb	-84.2839	-78.2839	-6	0	19.8148
cav1m17_AQ4-ZINC06162688-0.pdb	-99.1414	-91.6414	-7.5	0	22.2593
cav1m17_AQ4-ZINC06180650-0.pdb	-91.8585	-76.1964	-15.6621	0	26.0833
cav1m17_AQ4-ZINC06189026-0.pdb	-73.2661	-52.0789	-21.1871	0	28.5294
cav1m17_AQ4-ZINC06381984-0.pdb	-89.6849	-70.6748	-19.0101	0	23.2083
cav1m17_AQ4-ZINC06442362-0.pdb	-107.158	-84.8143	-22.3438	0	18.9063
cav1m17_AQ4-ZINC06485562-0.pdb	-86.0776	-68.7289	-17.3487	0	21.8696
cav1m17_AQ4-ZINC06537097-0.pdb	-77.2242	-71.2512	-5.97296	0	23.1905
cav1m17_AQ4-ZINC06552422-0.pdb	-82.2109	-76.0881	-6.12279	0	25.9091
cav1m17_AQ4-ZINC06552423-0.pdb	-81.5678	-74.5678	-7	0	21.1818
cav1m17_AQ4-ZINC06563483-0.pdb	-109.599	-84.438	-23.5134	-1.64796	21.5714
cav1m17_AQ4-ZINC06566752-0.pdb	-96.1519	-79.7613	-16.3906	0	21.1429
cav1m17_AQ4-ZINC06571251-0.pdb	-92.4779	-73.5284	-18.9495	0	24.72
cav1m17_AQ4-ZINC06600845-0.pdb	-88.5332	-81.5332	-7	0	19.8519
cav1m17_AQ4-ZINC06610149-0.pdb	-92.0355	-74.7695	-17.266	0	20.64
cav1m17_AQ4-ZINC06660208-0.pdb	-87.8151	-76.1129	-11.7022	0	19.7241
cav1m17_AQ4-ZINC06703835-0.pdb	-84.0051	-66.2655	-17.7396	0	26.8182
cav1m17_AQ4-ZINC06742529-0.pdb	-69.9313	-66.4679	-3.46337	0	19.5714
cav1m17_AQ4-ZINC06764146-0.pdb	-86.3861	-73.2467	-13.1394	0	20.7391
cav1m17_AQ4-ZINC06788282-0.pdb	-96.4958	-82.1171	-14.3787	0	21.1111
cav1m17_AQ4-ZINC06825639-0.pdb	-84.7234	-55.1205	-29.6029	0	25
cav1m17_AQ4-ZINC06839646-0.pdb	-101.237	-85.2091	-16.0277	0	19.8
cav1m17_AQ4-ZINC06882813-0.pdb	-115.823	-84.1789	-30.6128	-1.03163	20.6786
cav1m17_AQ4-ZINC06907438-0.pdb	-95.8477	-87.5757	-8.27201	0	19.1724
cav1m17_AQ4-ZINC07002773-0.pdb	-89.4145	-73.5698	-15.8447	0	17.7333
cav1m17_AQ4-ZINC07002777-0.pdb	-101.318	-88.5285	-12.7893	0	21.1333
cav1m17_AQ4-ZINC07090896-0.pdb	-101.879	-80.5534	-21.3255	0	22.037
cav1m17_AQ4-ZINC07126830-0.pdb	-86.8719	-72.1394	-14.7325	0	26.1818
cav1m17_AQ4-ZINC07130661-0.pdb	-100.605	-78.6251	-21.9803	0	20.3462
cav1m17_AQ4-ZINC07221181-0.pdb	-90.1001	-72.2945	-17.8057	0	17.0345
cav1m17_AQ4-ZINC07247230-0.pdb	-87.2691	-71.7358	-15.5333	0	19
cav1m17_AQ4-ZINC07298541-0.pdb	-94.3216	-82.6261	-11.6955	0	19.1071
cav1m17_AQ4-ZINC07321229-0.pdb	-103.961	-84.2045	-19.7564	0	23.6667
cav1m17_AQ4-ZINC07323792-0.pdb	-94.7745	-69.4071	-25.3674	0	19.2143
cav1m17_AQ4-ZINC07456400-0.pdb	-110.882	-89.0013	-21.881	0	20.5172
cav1m17_AQ4-ZINC07647912-0.pdb	-90.5566	-79.2943	-11.2622	0	18.963
cav1m17_AQ4-ZINC07659501-0.pdb	-91.4725	-81.534	-9.93849	0	21.1786
cav1m17_AQ4-ZINC07659502-0.pdb	-92.4587	-85.9869	-6.47184	0	19.8571
cav1m17_AQ4-ZINC07692710-0.pdb	-75.8789	-66.7353	-9.14367	0	19.0455
cav1m17_AQ4-ZINC07737385-0.pdb	-102.893	-84.7233	-18.1698	0	24.1923
cav1m17_AQ4-ZINC07770976-0.pdb	-79.558	-69.5893	-9.96872	0	18.5556
cav1m17_AQ4-ZINC07872638-0.pdb	-96.4005	-96.4005	0	0	22.4231
cav1m17_AQ4-ZINC07884043-0.pdb	-90.592	-78.316	-12.2759	0	17.6429
cav1m17_AQ4-ZINC07961005-0.pdb	-89.9663	-65.251	-24.7153	0	18.3846
cav1m17_AQ4-ZINC07963987-0.pdb	-99.2031	-80.2846	-18.9184	0	18.5357
cav1m17_AQ4-ZINC08076280-0.pdb	-92.4643	-88.9643	-3.5	0	19.9667
cav1m17_AQ4-ZINC08088423-0.pdb	-105.031	-77.3129	-27.7186	0	22.68
cav1m17_AQ4-ZINC08185263-0.pdb	-98.1432	-91.6134	-6.52988	0	23.069
cav1m17_AQ4-ZINC08185775-0.pdb	-92.0401	-84.3392	-7.70089	0	20.5
cav1m17_AQ4-ZINC08190265-0.pdb	-94.9096	-77.6531	-17.2565	0	19.2857
cav1m17_AQ4-ZINC08277376-0.pdb	-83.4781	-71.2022	-12.2759	0	17.3846
cav1m17_AQ4-ZINC08318824-0.pdb	-96.3342	-85.3342	-11	0	17.7667
cav1m17_AQ4-ZINC08325625-0.pdb	-85.0647	-67.7446	-17.3303	0.0101144	20.3913
cav1m17_AQ4-ZINC08353487-0.pdb	-90.2642	-46.7587	-43.5056	0	17.12
cav1m17_AQ4-ZINC08382040-0.pdb	-81.6196	-61.1979	-20.4216	0	24.619
cav1m17_AQ4-ZINC08442112-0.pdb	-97.3013	-75.7554	-21.546	0	18.9063
cav1m17_AQ4-ZINC08572939-0.pdb	-90.1035	-64.2702	-25.8333	0	21.85
cav1m17_AQ4-ZINC08595971-0.pdb	-101.963	-85.7545	-16.2087	0	17.5294
