#C:/Users/KIMED 1/Documents/Junaidin/Docking/Senyawa Uji/Skrining Src/HasilsenyawaujiSrc/extracted_cav/cav4mxo_DB8.pdb with C:/Users/KIMED 1/Documents/Junaidin/Docking/SrcFarma/SrcHumFarROCuji/gemdock_out/docking.lst
#Ligand	TotalEnergy	VDW	HBond	Elec	AverConPair	
cav4mxo_DB8-ZINC01652430-0.pdb	-70.1984	-51.0577	-19.1407	0	23.9333
cav4mxo_DB8-ZINC01719314-0.pdb	-98.8263	-92.989	-5.83729	0	20.9063
cav4mxo_DB8-ZINC01875342-0.pdb	-112.199	-81.6992	-30.5	0	17.5313
cav4mxo_DB8-ZINC01878213-0.pdb	-76.5226	-69.5847	-6.93788	0	27.2941
cav4mxo_DB8-ZINC01922677-0.pdb	-112.06	-91.125	-19.4908	-1.44398	18.6857
cav4mxo_DB8-ZINC02092445-0.pdb	-83.7435	-80.2435	-3.5	0	19.3571
cav4mxo_DB8-ZINC02102371-0.pdb	-102.327	-97.0988	-5.22842	0	17.2564
cav4mxo_DB8-ZINC02120961-0.pdb	-98.7318	-93.6859	-5.04594	0	16.8974
cav4mxo_DB8-ZINC02128081-0.pdb	-100.385	-85.0066	-15.3784	0	18.1765
cav4mxo_DB8-ZINC02129336-0.pdb	-103.33	-84.1466	-19.5325	0.348821	19.6061
cav4mxo_DB8-ZINC02166036-0.pdb	-78.4387	-67.025	-11.4137	0	20.6522
cav4mxo_DB8-ZINC02188849-0.pdb	-117.039	-93.7913	-22.2395	-1.00855	20.2222
cav4mxo_DB8-ZINC02190599-0.pdb	-68.9794	-57.8049	-11.1745	0	26.6667
cav4mxo_DB8-ZINC02204041-0.pdb	-103.298	-91.8973	-11.4005	0	17.9394
cav4mxo_DB8-ZINC02235470-0.pdb	-86.4386	-82.9386	-3.5	0	19
cav4mxo_DB8-ZINC02272313-0.pdb	-93.491	-81.3503	-11.8139	-0.326745	17.4688
cav4mxo_DB8-ZINC02290118-0.pdb	-78.7292	-75.2292	-3.5	0	19.8
cav4mxo_DB8-ZINC02309842-0.pdb	-89.8411	-74.2138	-15.6273	0	18.5556
cav4mxo_DB8-ZINC02346113-0.pdb	-99.8206	-89.0953	-10.7253	0	19.3448
cav4mxo_DB8-ZINC02388245-0.pdb	-66.1013	-53.9019	-12.1993	0	20.5263
cav4mxo_DB8-ZINC02393148-0.pdb	-109.735	-87.1714	-22.5632	0	16.4706
cav4mxo_DB8-ZINC02448904-0.pdb	-95.3941	-86.3829	-9.01119	0	20.2258
cav4mxo_DB8-ZINC02501740-0.pdb	-104.915	-77.4011	-25.7964	-1.71772	16.6774
cav4mxo_DB8-ZINC02501768-0.pdb	-98.0779	-81.1034	-16.5935	-0.38091	20.0938
cav4mxo_DB8-ZINC02520133-0.pdb	-99.033	-84.1306	-14.9024	0	17.8788
cav4mxo_DB8-ZINC02755746-0.pdb	-83.8938	-71.1012	-12.7927	0	16.9333
cav4mxo_DB8-ZINC02769766-0.pdb	-86.4456	-75.9456	-10.5	0	16.3226
cav4mxo_DB8-ZINC02872410-0.pdb	-84.143	-73.1727	-10.9704	0	16.7586
cav4mxo_DB8-ZINC03046649-0.pdb	-95.7805	-86.0959	-9.68461	0	18.6857
cav4mxo_DB8-ZINC03086551-0.pdb	-80.3398	-77.8398	-2.5	0	18.1724
cav4mxo_DB8-ZINC03114286-0.pdb	-67.9304	-67.9304	0	0	21.0476
cav4mxo_DB8-ZINC03178174-0.pdb	-80.3977	-80.3977	0	0	24.25
cav4mxo_DB8-ZINC03194765-0.pdb	-93.5574	-79.1786	-14.3788	0	13.6486
cav4mxo_DB8-ZINC03227646-0.pdb	-88.9512	-83.9533	-4.99794	0	25.1364
cav4mxo_DB8-ZINC03335957-0.pdb	-75.3865	-61.5099	-13.8765	0	30.8667
cav4mxo_DB8-ZINC03336406-0.pdb	-96.7526	-81.3597	-14.2162	-1.17666	18.7586
cav4mxo_DB8-ZINC03348127-0.pdb	-80.7428	-77.2428	-3.5	0	21.6667
cav4mxo_DB8-ZINC03353030-0.pdb	-87.1052	-75.1915	-11.9137	0	16.7188
cav4mxo_DB8-ZINC03414144-0.pdb	-98.5269	-89.4175	-9.10945	0	20.9333
cav4mxo_DB8-ZINC03458630-0.pdb	-93.0553	-84.2256	-8.82973	0	18.0938
cav4mxo_DB8-ZINC03532252-0.pdb	-83.2017	-73.8576	-9.34405	0	17.931
cav4mxo_DB8-ZINC03552616-0.pdb	-91.65	-77.8927	-13.7573	0	18.2759
cav4mxo_DB8-ZINC03618394-0.pdb	-106.38	-78.7565	-26.4206	-1.20261	17.7419
cav4mxo_DB8-ZINC03667880-0.pdb	-93.0857	-61.9909	-32.1179	1.02302	14.4848
cav4mxo_DB8-ZINC03671592-0.pdb	-57.9666	-55.9374	-2.02917	0	16.4545
cav4mxo_DB8-ZINC03841348-0.pdb	-91.1861	-83.2863	-7.8999	0	19.0606
cav4mxo_DB8-ZINC03906401-0.pdb	-74.5125	-63.9177	-10.5948	0	27.9444
cav4mxo_DB8-ZINC03913694-0.pdb	-68.5781	-56.4258	-12.1522	0	26.2143
cav4mxo_DB8-ZINC03947335-0.pdb	-62.4352	-51.0302	-11.405	0	25.5333
cav4mxo_DB8-ZINC03948705-0.pdb	-70.7817	-62.4925	-8.28922	0	26.6471
cav4mxo_DB8-ZINC04042773-0.pdb	-95.444	-78.2876	-17.1564	0	22.3913
cav4mxo_DB8-ZINC04066587-0.pdb	-103.411	-90.9997	-14.3574	1.94566	20.3333
cav4mxo_DB8-ZINC04087123-0.pdb	-86.8164	-79.9202	-6.89621	0	19.8571
cav4mxo_DB8-ZINC04100146-0.pdb	-83.4939	-78.0182	-5.47573	0	23.1923
cav4mxo_DB8-ZINC04143491-0.pdb	-88.392	-69.6043	-18.7877	0	16.6563
cav4mxo_DB8-ZINC04147723-0.pdb	-80.3562	-68.8272	-11.5289	0	21.0435
cav4mxo_DB8-ZINC04211012-0.pdb	-107.692	-94.4671	-13.2253	0	18.9091
cav4mxo_DB8-ZINC04212939-0.pdb	-81.0541	-67.2742	-13.7799	0	20.5833
cav4mxo_DB8-ZINC04222289-0.pdb	-89.1153	-79.2872	-11.8675	2.0394	18.1935
cav4mxo_DB8-ZINC04280702-0.pdb	-80.9201	-74.1636	-6.7565	0	23.36
cav4mxo_DB8-ZINC04390244-0.pdb	-59.6759	-55.7816	-3.89429	0	18.9444
cav4mxo_DB8-ZINC04402018-0.pdb	-94.7896	-76.5744	-18.2152	0	19.36
cav4mxo_DB8-ZINC04531978-0.pdb	-82.0624	-77.9619	-4.10041	0	21
cav4mxo_DB8-ZINC04571436-0.pdb	-77.2016	-58.2593	-18.9423	0	16.7917
cav4mxo_DB8-ZINC04575379-0.pdb	-85.6993	-76.7415	-8.95779	0	16.5806
cav4mxo_DB8-ZINC04690615-0.pdb	-83.1416	-71.6801	-11.4615	0	18.9259
cav4mxo_DB8-ZINC04708164-0.pdb	-85.4871	-81.9871	-3.5	0	18.9655
cav4mxo_DB8-ZINC04733165-0.pdb	-97.7866	-94.2866	-3.5	0	21.931
cav4mxo_DB8-ZINC04761684-0.pdb	-71.088	-58.088	-13	0	24
cav4mxo_DB8-ZINC04829816-0.pdb	-61.0703	-52.5703	-8.5	0	24.75
cav4mxo_DB8-ZINC04952176-0.pdb	-97.626	-78.7323	-17.3207	-1.57298	19.069
cav4mxo_DB8-ZINC05020126-0.pdb	-63.1677	-59.6677	-3.5	0	23.5294
cav4mxo_DB8-ZINC05037548-0.pdb	-83.9293	-81.5444	-2.38492	0	21.7931
cav4mxo_DB8-ZINC05065024-0.pdb	-63.27	-46.77	-16.5	0	24.2143
cav4mxo_DB8-ZINC05081411-0.pdb	-91.3662	-78.7795	-12.5867	0	19.8
cav4mxo_DB8-ZINC05259332-0.pdb	-89.7165	-79.3037	-10.4128	0	20.5357
cav4mxo_DB8-ZINC05399309-0.pdb	-107.468	-68.6838	-38.7844	0	16.5758
cav4mxo_DB8-ZINC05409187-0.pdb	-96.3069	-80.364	-15.9429	0	26.25
cav4mxo_DB8-ZINC05510640-0.pdb	11.9674	26.0757	-13	-1.10834	29.875
cav4mxo_DB8-ZINC05603884-0.pdb	-89.7547	-74.8902	-14.8646	0	18.1786
cav4mxo_DB8-ZINC05603887-0.pdb	-80.1865	-75.8635	-4.32303	0	18.75
cav4mxo_DB8-ZINC05687221-0.pdb	-71.3402	-55.7697	-15.5705	0	22.1111
cav4mxo_DB8-ZINC05753129-0.pdb	-89.2323	-84.2724	-4.95993	0	19.7333
cav4mxo_DB8-ZINC05758789-0.pdb	-91.2323	-84.2323	-7	0	19.8276
cav4mxo_DB8-ZINC05777875-0.pdb	-75.6499	-70.8223	-4.82765	0	24.2222
cav4mxo_DB8-ZINC05891423-0.pdb	-78.0824	-73.0824	-5	0	19.9583
cav4mxo_DB8-ZINC05928133-0.pdb	-89.4601	-63.8193	-25.6408	0	17.48
cav4mxo_DB8-ZINC06194067-0.pdb	-74.1276	-56.6754	-17.4522	0	22.3125
cav4mxo_DB8-ZINC06343839-0.pdb	-90.3585	-77.2276	-13.1309	0	22.2917
cav4mxo_DB8-ZINC06407527-0.pdb	-86.8846	-68.1086	-19.0662	0.290251	16.4828
cav4mxo_DB8-ZINC06419797-0.pdb	-85.3283	-63.1942	-22.1341	0	19.5714
cav4mxo_DB8-ZINC06443613-0.pdb	-105.331	-91.5647	-13.7668	0	16.7297
cav4mxo_DB8-ZINC06504926-0.pdb	-69.7597	-55.0908	-14.7319	0.0630098	21.5789
cav4mxo_DB8-ZINC06592879-0.pdb	-83.7348	-74.4704	-9.26445	0	18.8846
cav4mxo_DB8-ZINC06606332-0.pdb	-77.4318	-57.4196	-20.5643	0.552129	25.8
cav4mxo_DB8-ZINC06606334-0.pdb	-69.9112	-56.3885	-13.2739	-0.248718	25
cav4mxo_DB8-ZINC06624002-0.pdb	-87.8235	-72.204	-15.6195	0	20.3793
cav4mxo_DB8-ZINC06779805-0.pdb	-74.3351	-71.8351	-2.5	0	19.3333
cav4mxo_DB8-ZINC06831628-0.pdb	-75.047	-57.547	-17.5	0	22.8125
cav4mxo_DB8-ZINC06919967-0.pdb	-93.2132	-87.3293	-5.88386	0	21.2963
cav4mxo_DB8-ZINC06952106-0.pdb	-82.9349	-63.9772	-18.9578	0	21.2
cav4mxo_DB8-ZINC07125545-0.pdb	-93.8023	-84.6005	-9.20182	0	25.1739
cav4mxo_DB8-ZINC07852729-0.pdb	-96.7729	-83.7359	-13.037	0	21.3793
cav4mxo_DB8-ZINC08236667-0.pdb	-78.2977	-67.7977	-10.5	0	18.7692
cav4mxo_DB8-ZINC08269586-0.pdb	-92.769	-77.4866	-15.2824	0	18.7857
cav4mxo_DB8-ZINC08269589-0.pdb	-102.765	-88.843	-13.922	0	21.4828
cav4mxo_DB8-ZINC08320036-0.pdb	-85.3775	-78.3775	-7	0	18.4333
cav4mxo_DB8-ZINC08340360-0.pdb	-76.1449	-64.6105	-11.5344	0	24
cav4mxo_DB8-ZINC08430576-0.pdb	-97.5025	-95.1114	-2.39113	0	18.1471
cav4mxo_DB8-ZINC08442121-0.pdb	-108.423	-102.423	-6	0	24.6129
cav4mxo_DB8-ZINC08598715-0.pdb	-96.8726	-95.1491	-1.72353	0	24.1429
cav4mxo_DB8-ZINC08602853-0.pdb	-70.4693	-54.4168	-16.0525	0	23.8667
cav4mxo_DB8-ZINC08644689-0.pdb	-96.7132	-93.0952	-3.61802	0	21.8125
cav4mxo_DB8-ZINC08645342-0.pdb	-86.0024	-75.8369	-10.1654	0	15.8
cav4mxo_DB8-ZINC08674008-0.pdb	-96.5306	-83.6818	-12.8488	0	17.4375
cav4mxo_DB8-ZINC08681444-0.pdb	-80.8697	-68.9234	-11.9463	0	16.6897
cav4mxo_DB8-ZINC08690289-0.pdb	-96.0352	-77.6881	-18.347	0	16.6176
cav4mxo_DB8-ZINC08748481-0.pdb	-91.3509	-82.4102	-8.94066	0	24.5833
cav4mxo_DB8-ZINC08764093-0.pdb	-67.0161	-55.0728	-11.9433	0	26.6875
cav4mxo_DB8-ZINC08771546-0.pdb	-107.318	-100.17	-7.14812	0	18.7632
cav4mxo_DB8-ZINC08789213-0.pdb	-97.7867	-83.2404	-14.5463	0	17.8857
cav4mxo_DB8-ZINC08817793-0.pdb	-102.594	-95.4457	-7.14847	0	20
cav4mxo_DB8-ZINC08837390-0.pdb	-82.7958	-80.2958	-2.5	0	17.2667
cav4mxo_DB8-ZINC08854899-0.pdb	-112.683	-82.1838	-29.0777	-1.42128	17.4242
cav4mxo_DB8-ZINC08868488-0.pdb	-96.7705	-81.9245	-14.846	0	20.129
cav4mxo_DB8-ZINC08870374-0.pdb	-97.3845	-78.3932	-18.9913	0	16.7188
cav4mxo_DB8-ZINC08876817-0.pdb	-89.6877	-74.7417	-14.946	0	16
cav4mxo_DB8-ZINC08886751-0.pdb	-84.433	-69.8666	-14.5664	0	16.1724
cav4mxo_DB8-ZINC08917797-0.pdb	-93.0592	-80.3956	-12.6636	0	16.7188
cav4mxo_DB8-ZINC08927174-0.pdb	-83.4324	-83.4324	0	0	16.5152
cav4mxo_DB8-ZINC08948543-0.pdb	-95.3384	-76.278	-19.0604	0	19.5
cav4mxo_DB8-ZINC08951413-0.pdb	-92.3217	-89.8217	-2.5	0	23.9643
cav4mxo_DB8-ZINC08962565-0.pdb	-98.5266	-90.176	-8.35054	0	21.0333
cav4mxo_DB8-ZINC08965771-0.pdb	-88.0493	-73.813	-14.2363	0	18.3125
cav4mxo_DB8-ZINC08995893-0.pdb	-90.0583	-81.5183	-8.53999	0	17.7941
cav4mxo_DB8-ZINC09008399-0.pdb	-71.1651	-57.3585	-13.8066	0	27.9375
cav4mxo_DB8-ZINC09014931-0.pdb	-89.2909	-78.8216	-10.4693	0	20.1429
cav4mxo_DB8-ZINC09059530-0.pdb	-77.1245	-77.1245	0	0	15.6129
cav4mxo_DB8-ZINC09066581-0.pdb	-105.681	-94.8021	-10.8785	0	19.7429
cav4mxo_DB8-ZINC09102648-0.pdb	-86.5231	-76.4169	-10.1062	0	17.5
cav4mxo_DB8-ZINC09129832-0.pdb	-91.4169	-91.4169	0	0	22.7407
cav4mxo_DB8-ZINC09135457-0.pdb	-90.339	-85.8278	-4.51118	0	20.3333
cav4mxo_DB8-ZINC09155190-0.pdb	-91.9153	-82.7114	-9.20384	0	17.1818
cav4mxo_DB8-ZINC09155341-0.pdb	-97.1094	-85.0404	-12.069	0	17.5938
cav4mxo_DB8-ZINC09209626-0.pdb	-97.4692	-84.6137	-12.8555	0	16.7059
cav4mxo_DB8-ZINC09217653-0.pdb	-99.427	-83.7812	-15.6459	0	19.0645
cav4mxo_DB8-ZINC09223706-0.pdb	-97.8856	-88.2318	-9.65379	0	17.2571
cav4mxo_DB8-ZINC09252792-0.pdb	-107.323	-97.6631	-9.66021	0	22.0882
cav4mxo_DB8-ZINC09252813-0.pdb	-83.0527	-78.2525	-4.8002	0	18.5588
cav4mxo_DB8-ZINC09253730-0.pdb	-85.7702	-79.2364	-6.53378	0	20.5667
cav4mxo_DB8-ZINC09253792-0.pdb	-74.885	-68.885	-6	0	16.7586
cav4mxo_DB8-ZINC09264291-0.pdb	-90.3342	-79.8519	-10.4823	0	16.4444
cav4mxo_DB8-ZINC09271973-0.pdb	-91.3312	-56.7432	-32.0342	-2.55376	15.3125
cav4mxo_DB8-ZINC09298402-0.pdb	-92.5545	-72.9245	-19.6299	0	15.2857
cav4mxo_DB8-ZINC09305249-0.pdb	-81.4834	-73.9687	-7.51472	0	19.5172
cav4mxo_DB8-ZINC09308318-0.pdb	-97.4185	-80.3701	-17.0484	0	18
cav4mxo_DB8-ZINC09337445-0.pdb	-110.246	-103.237	-7.00911	0	23.7419
cav4mxo_DB8-ZINC09344407-0.pdb	-85.4455	-74.9455	-10.5	0	17.2
cav4mxo_DB8-ZINC09355272-0.pdb	-98.902	-78.3557	-20.5462	0	21.2692
cav4mxo_DB8-ZINC09359541-0.pdb	-84.1358	-73.6358	-10.5	0	21.375
cav4mxo_DB8-ZINC09410315-0.pdb	-89.9757	-79.2292	-10.7465	0	18.5
cav4mxo_DB8-ZINC09419101-0.pdb	-76.1911	-61.7111	-14.48	0	23.9
cav4mxo_DB8-ZINC09429638-0.pdb	-92.2366	-82.2218	-10.0148	0	24.25
cav4mxo_DB8-ZINC09434028-0.pdb	-111.038	-107.442	-3.59668	0	20.1622
cav4mxo_DB8-ZINC09469259-0.pdb	-92.6305	-72.767	-18.6348	-1.22867	18.4815
cav4mxo_DB8-ZINC09472916-0.pdb	-93.3683	-78.6267	-14.7416	0	17.5
cav4mxo_DB8-ZINC09488012-0.pdb	-94.7842	-87.6632	-7.12096	0	20.0645
cav4mxo_DB8-ZINC09494343-0.pdb	-97.4432	-83.0808	-14.3624	0	22.1538
cav4mxo_DB8-ZINC09502420-0.pdb	-94.5052	-81.0986	-13.4066	0	18.129
cav4mxo_DB8-ZINC09540483-0.pdb	-93.1647	-75.6984	-17.4663	0	16.7931
cav4mxo_DB8-ZINC09577818-0.pdb	-101.68	-97.364	-4.31613	0	18.4571
cav4mxo_DB8-ZINC09590036-0.pdb	-98.3602	-84.0668	-14.2934	0	16.6667
cav4mxo_DB8-ZINC09612454-0.pdb	-97.4125	-86.7035	-10.709	0	18.8235
cav4mxo_DB8-ZINC09641151-0.pdb	-115.07	-98.5193	-16.5505	0	20.9677
cav4mxo_DB8-ZINC09671784-0.pdb	-97.2541	-86.5168	-10.7374	0	21.4545
cav4mxo_DB8-ZINC09882922-0.pdb	-86.3727	-66.4126	-19.9602	0	27.6875
cav4mxo_DB8-ZINC09884466-0.pdb	-103.737	-98.9234	-4.81375	0	20.875
cav4mxo_DB8-ZINC10049879-0.pdb	-88.6981	-83.2664	-5.43172	0	21.1071
cav4mxo_DB8-ZINC10092698-0.pdb	-96.8521	-92.4442	-4.40789	0	19.6452
cav4mxo_DB8-ZINC10134783-0.pdb	-89.1972	-76.8535	-12.3437	0	16.1935
cav4mxo_DB8-ZINC10294983-0.pdb	-103.1	-83.0766	-20.0231	0	18.6774
cav4mxo_DB8-ZINC10295430-0.pdb	-100.854	-74.4944	-26.3597	0	19.1379
cav4mxo_DB8-ZINC10335591-0.pdb	-100.963	-83.9701	-16.2541	-0.739142	22.6071
cav4mxo_DB8-ZINC10353129-0.pdb	-86.5643	-80.4353	-6.12901	0	20.8621
cav4mxo_DB8-ZINC10353140-0.pdb	-95.8689	-89.0064	-6.86254	0	18.5455
cav4mxo_DB8-ZINC10353208-0.pdb	-94.737	-92.5355	-2.20144	0	18.8485
cav4mxo_DB8-ZINC10644818-0.pdb	-99.2283	-85.4949	-13.7334	0	22.3077
cav4mxo_DB8-ZINC10755363-0.pdb	-86.1675	-79.1877	-6.97981	0	17.5313
cav4mxo_DB8-ZINC10768364-0.pdb	-90.4549	-79.5364	-10.9185	0	17.6667
cav4mxo_DB8-ZINC10903889-0.pdb	-95.4676	-82.5849	-12.8827	0	18.3793
cav4mxo_DB8-ZINC11049973-0.pdb	-89.4088	-82.3523	-7.05653	0	19.8214
cav4mxo_DB8-ZINC11392152-0.pdb	-79.2342	-63.07	-16.1642	0	18.6957
cav4mxo_DB8-ZINC11416070-0.pdb	-89.2026	-85.7026	-3.5	0	17.9355
cav4mxo_DB8-ZINC11540759-0.pdb	-97.0101	-84.3342	-12.6759	0	20.129
cav4mxo_DB8-ZINC11784330-0.pdb	-105.813	-98.1078	-7.70533	0	20.1818
cav4mxo_DB8-ZINC11878440-0.pdb	-85.6898	-76.1898	-9.5	0	19.8889
cav4mxo_DB8-ZINC11898379-0.pdb	-102.57	-97.0955	-5.47415	0	19.9688
cav4mxo_DB8-ZINC11910786-0.pdb	-95.1676	-87.4369	-7.73071	0	16.8788
cav4mxo_DB8-ZINC11972138-0.pdb	-92.7333	-89.2333	-3.5	0	16.1622
cav4mxo_DB8-ZINC12006690-0.pdb	-96.147	-92.8333	-3.3137	0	18.1875
cav4mxo_DB8-ZINC12007860-0.pdb	-98.3811	-92.4008	-5.98032	0	19.0645
cav4mxo_DB8-ZINC12008559-0.pdb	-93.1602	-77.3056	-15.8546	0	16.0909
cav4mxo_DB8-ZINC12009706-0.pdb	-101.163	-79.8878	-21.2748	0	17.871
cav4mxo_DB8-ZINC12035955-0.pdb	-86.5447	-79.1308	-7.4139	0	20.4483
cav4mxo_DB8-ZINC12041168-0.pdb	-90.0996	-87.535	-2.56454	0	16.7429
cav4mxo_DB8-ZINC12042710-0.pdb	-100.289	-100.289	0	0	17.8333
cav4mxo_DB8-ZINC12083771-0.pdb	-88.525	-79.0957	-9.42937	0	20.2692
cav4mxo_DB8-ZINC12098632-0.pdb	-97.0155	-94.5155	-2.5	0	17.8571
cav4mxo_DB8-ZINC12132199-0.pdb	-88.8075	-81.1693	-7.63824	0	16.8571
cav4mxo_DB8-ZINC12135535-0.pdb	-106.951	-100.951	-6	0	22.2121
cav4mxo_DB8-ZINC12191812-0.pdb	-93.8115	-74.077	-19.7345	0	20.4815
cav4mxo_DB8-ZINC12338161-0.pdb	-103.407	-93.4828	-9.92382	0	16.9714
cav4mxo_DB8-ZINC12341629-0.pdb	-68.4503	-50.2056	-18.2446	0	20.6111
cav4mxo_DB8-ZINC12342335-0.pdb	-87.8421	-84.7519	-3.09022	0	19.75
cav4mxo_DB8-ZINC12364919-0.pdb	-94.3848	-87.8386	-6.54626	0	18.2581
cav4mxo_DB8-ZINC12369076-0.pdb	-60.3589	-54.3104	-6.04853	0	18.6111
cav4mxo_DB8-ZINC12376140-0.pdb	-76.9526	-69.9526	-7	0	27.1765
cav4mxo_DB8-ZINC12399114-0.pdb	-46.1799	-39.2509	-7.65519	0.726189	27.7273
cav4mxo_DB8-ZINC12401685-0.pdb	-110.491	-90.7081	-19.783	0	20.375
cav4mxo_DB8-ZINC12401686-0.pdb	-97.2205	-79.221	-17.9995	0	17.5
cav4mxo_DB8-ZINC12469534-0.pdb	-81.9203	-64.5751	-17.3452	0	14.1034
cav4mxo_DB8-ZINC12496690-0.pdb	-80.4072	-73.9395	-6.4677	0	18.1071
cav4mxo_DB8-ZINC12496721-0.pdb	-86.0073	-78.4572	-7.55009	0	17.8929
cav4mxo_DB8-ZINC12506726-0.pdb	-98.2468	-83.5756	-14.6712	0	20.2069
cav4mxo_DB8-ZINC12524086-0.pdb	-104.23	-77.7271	-26.5028	0	17.0278
cav4mxo_DB8-ZINC12559222-0.pdb	-105.412	-96.2336	-9.17823	0	20.5625
cav4mxo_DB8-ZINC12559626-0.pdb	-84.2764	-72.632	-11.6444	0	19
cav4mxo_DB8-ZINC12561594-0.pdb	-76.5664	-73.0664	-3.5	0	16.9259
